serialno,weight,cut,color,clarity,mine,price,depth,table,x,y,z
AA156701,0.27,Ideal,G,IF,WEST,627,61.2,57,4.17,4.2,2.56
AA744583,1.06,Ideal,G,VS2,NORTH,6728,61.6,56,6.53,6.59,4.04
AA350621,2.03,Premium,J,SI2,SOUTH,9435,60.4,59,8.15,8.12,4.91
AA298522,1,Ideal,F,SI1,SOUTH,4939,62.4,55,6.45,6.37,4
AA919983,1.22,Very Good,F,VS2,NORTH,8575,62.3,57,6.8,6.84,4.25
AA709096,1.5,Ideal,G,VS2,NORTH,13049,62.2,58,7.31,7.29,4.54
AA532793,1.66,Premium,E,SI2,NORTH,10553,62.6,58,7.53,7.48,4.7
AA224751,0.4,Ideal,E,SI2,WEST,629,61.3,56,4.75,4.78,2.92
AA464432,2.02,Premium,G,SI2,NORTH,17099,60.1,59,8.29,8.21,4.96
AA144511,2.04,Premium,G,I1,SOUTH,9905,62.4,58,8.17,8.08,5.07
AA442042,0.41,Ideal,G,VVS1,EAST,1068,62.4,55,4.74,4.78,2.97
AA482579,2.14,Premium,G,SI2,NORTH,17513,60.4,59,8.32,8.38,5.04
AA876730,0.33,Ideal,H,VS2,WEST,668,60.7,57,4.5,4.46,2.72
AA759662,0.3,Premium,E,VS2,WEST,658,62.6,58,4.26,4.3,2.68
AA451994,1,Premium,F,SI2,EAST,4155,62.6,58,6.37,6.31,3.97
AA697047,0.4,Ideal,D,VS2,EAST,890,61.7,57,4.72,4.75,2.92
AA963639,0.31,Ideal,F,VVS2,EAST,977,62.4,55,4.36,4.33,2.71
AA114124,0.35,Ideal,E,SI2,WEST,630,61.4,56,4.55,4.51,2.78
AA898258,0.73,Ideal,G,VS1,SOUTH,3209,60.8,56.4,5.81,5.86,3.55
AA379422,0.91,Good,G,VS1,SOUTH,4284,63.2,58,6.07,6.15,3.86
AA472199,1.59,Premium,E,SI1,NORTH,9705,58.8,59,7.69,7.61,4.5
AA10871,0.72,Very Good,H,VS2,EAST,2462,61.4,57,5.75,5.79,3.54
AA914501,1.03,Very Good,H,VS1,NORTH,6294,61.9,59,6.44,6.49,4
AA772503,1.22,Good,G,VS2,NORTH,8533,59.9,61,6.88,6.91,4.13
AA454576,0.31,Very Good,F,VS1,WEST,675,62,56,4.32,4.35,2.69
AA500674,0.7,Ideal,G,VS2,EAST,2536,62.1,57,5.66,5.7,3.53
AA987999,0.7,Very Good,F,VS2,EAST,2400,62.1,58,5.68,5.72,3.54
AA238583,0.7,Ideal,F,VVS2,NORTH,4114,61.7,55,5.7,5.74,3.53
AA422675,0.55,Premium,G,SI1,WEST,1316,61.3,59,5.23,5.28,3.22
AA330445,0.9,Very Good,F,SI1,SOUTH,3950,62.3,55,6.14,6.18,3.84
AA229239,1.57,Very Good,F,SI1,NORTH,11998,60.3,57,7.55,7.6,4.57
AA316966,0.32,Ideal,D,SI2,WEST,477,61.4,56,4.43,4.46,2.73
AA155491,1.61,Ideal,G,SI1,NORTH,11859,62.4,55,7.51,7.48,4.68
AA406877,0.38,Very Good,H,VVS1,EAST,975,60,57,4.75,4.79,2.86
AA165910,0.36,Premium,G,VS1,EAST,932,61.7,59,4.59,4.55,2.82
AA144571,0.31,Ideal,H,VS2,WEST,507,61,57,4.38,4.41,2.68
AA891018,0.3,Ideal,G,VS2,WEST,675,61.3,56,4.3,4.28,2.63
AA400745,0.32,Premium,D,VVS2,EAST,990,61.5,60,4.41,4.37,2.7
AA700048,1.21,Fair,G,SI1,EAST,4637,64.5,56,6.69,6.62,4.29
AA483509,0.77,Ideal,D,SI2,EAST,2973,60.6,56,5.9,5.95,3.59
AA107878,1.02,Premium,F,VS1,NORTH,7485,61.9,58,6.5,6.45,4.01
AA173858,0.32,Ideal,E,VS1,EAST,758,61.8,55,4.4,4.43,2.73
AA970958,0.93,Premium,F,SI1,NORTH,5729,62.3,59,6.25,6.21,3.88
AA615443,0.7,Premium,F,VVS1,SOUTH,3587,61.9,60,5.68,5.63,3.5
AA214233,1.7,Ideal,J,VS2,NORTH,9276,62.2,56,7.64,7.61,4.74
AA929413,0.3,Ideal,F,IF,EAST,873,60,59,4.37,4.39,2.63
AA901077,0.54,Ideal,D,VVS2,SOUTH,2302,61.2,55,5.25,5.31,3.23
AA877535,0.47,Ideal,E,VS1,EAST,1721,61.8,53,4.99,5.04,3.1
AA310450,0.24,Very Good,F,VVS1,WEST,478,57.2,63,4.1,4.15,2.36
AA458245,0.54,Ideal,G,VVS1,EAST,2030,62,57,5.25,5.21,3.24
AA454801,0.73,Ideal,G,SI1,SOUTH,3089,61.4,57,5.74,5.79,3.54
AA773078,0.34,Ideal,D,VS2,EAST,967,61.4,55,4.51,4.54,2.78
AA781397,0.93,Very Good,H,VS2,SOUTH,4351,62.8,59,6.13,6.16,3.86
AA126204,1.02,Ideal,D,VS1,NORTH,8818,60.8,55,6.55,6.5,3.97
AA925949,1.07,Premium,H,SI1,SOUTH,5031,60,60,6.61,6.65,3.98
AA725428,0.91,Very Good,H,VS2,EAST,3567,63.1,56,6.2,6.13,3.89
AA552248,0.5,Premium,F,VS2,EAST,1654,61.8,58,5.1,5.06,3.14
AA717423,1.74,Premium,F,I1,EAST,6821,59.9,58,7.88,7.82,4.7
AA73621,1.16,Fair,F,VS1,SOUTH,7094,57.8,67,6.97,6.84,3.99
AA249927,0.59,Ideal,E,SI1,EAST,1789,62,55,5.4,5.37,3.34
AA380613,1.01,Very Good,F,SI2,EAST,3945,60.8,63,6.32,6.38,3.86
AA322584,1.01,Good,D,SI1,SOUTH,5443,63.8,58,6.34,6.38,4.06
AA554882,2.3,Premium,I,SI2,SOUTH,11051,61.3,58,8.53,8.46,5.21
AA605628,1.26,Very Good,H,SI1,SOUTH,6320,62.1,57,6.88,6.94,4.29
AA836276,1.51,Premium,F,VS1,NORTH,16551,60,60,7.42,7.39,4.44
AA339487,1.5,Good,G,SI1,NORTH,9954,59.7,65,7.46,7.34,4.42
AA61482,0.7,Ideal,I,SI1,EAST,2343,61.2,55,5.71,5.76,3.51
AA482137,0.54,Ideal,I,SI1,WEST,1114,61.7,56,5.25,5.29,3.25
AA78591,0.4,Ideal,D,VS1,EAST,1059,62.3,56,4.74,4.77,2.96
AA12094,0.94,Premium,G,SI1,EAST,4159,61.3,61,6.33,6.27,3.86
AA411776,0.51,Very Good,E,SI1,EAST,1357,60.9,57,5.17,5.2,3.16
AA512910,0.3,Ideal,H,VVS2,WEST,590,62.7,53,4.29,4.32,2.7
AA824959,0.6,Very Good,F,SI1,EAST,1554,62.4,56,5.37,5.4,3.36
AA689531,0.8,Ideal,E,VS2,SOUTH,3648,62.2,57,5.95,5.98,3.71
AA780589,0.36,Ideal,J,VS1,WEST,513,61.7,53.7,4.58,4.62,2.84
AA841578,0.77,Ideal,H,VS2,SOUTH,3996,61.3,56,5.91,5.94,3.63
AA868354,1.2,Very Good,D,VS2,NORTH,9138,63.5,58,6.68,6.71,4.25
AA551552,2.01,Premium,I,VS2,NORTH,17433,61.1,60,8.06,8.12,4.94
AA417662,0.32,Premium,H,VVS1,EAST,730,60.9,58,4.4,4.43,2.69
AA523545,1.71,Very Good,H,SI1,NORTH,13169,60.8,56,7.77,7.73,4.71
AA254898,0.32,Ideal,E,VS2,EAST,846,61.3,55,4.41,4.43,2.71
AA287401,0.58,Premium,G,VVS2,EAST,1990,59.7,59,5.4,5.45,3.24
AA682587,0.9,Very Good,D,SI1,SOUTH,4846,60.4,59,6.21,6.24,3.76
AA782494,0.6,Good,G,SI1,EAST,1565,61.3,61.2,5.4,5.45,3.33
AA873394,0.41,Premium,G,SI1,WEST,719,62.6,59,4.72,4.77,2.97
AA249607,0.43,Premium,D,SI1,EAST,1022,62.4,60,4.82,4.79,3
AA142765,1.71,Ideal,H,VS2,NORTH,14292,61.4,56,7.68,7.71,4.72
AA892334,0.71,Very Good,D,VS2,SOUTH,3217,62.4,59,5.68,5.73,3.56
AA621180,0.3,Good,F,SI1,WEST,500,63.5,59,4.19,4.22,2.67
AA522768,1,Good,F,SI2,EAST,3977,63.7,57,6.36,6.32,4.04
AA417565,0.34,Premium,G,VS2,EAST,765,61.2,58,4.5,4.46,2.74
AA232596,1.52,Very Good,H,SI2,NORTH,8194,62.7,57,7.32,7.36,4.6
AA907647,0.23,Very Good,D,VS1,WEST,468,62.4,56,3.93,3.98,2.46
AA146418,0.9,Very Good,E,SI2,EAST,3584,61,59,6.14,6.18,3.76
AA970822,0.32,Premium,E,VS2,EAST,900,60.5,59,4.43,4.39,2.67
AA825741,1.01,Premium,D,SI1,NORTH,5860,61.5,59,6.46,6.39,3.95
AA583193,0.75,Very Good,E,SI1,EAST,2753,62.9,57,5.79,5.84,3.66
AA619031,0.53,Ideal,E,VS2,EAST,1607,62.5,57,5.16,5.18,3.23
AA438688,0.72,Ideal,D,SI1,SOUTH,2954,61.9,55,5.75,5.78,3.57
AA193104,0.82,Premium,G,SI2,EAST,2512,60.7,61,6.01,5.98,3.64
AA345313,0.37,Ideal,D,VVS2,EAST,1071,61.6,56,4.61,4.65,2.85
AA52680,1.52,Good,F,SI1,NORTH,10664,63.6,54,7.33,7.22,4.63
AA682142,1.09,Ideal,E,VVS2,NORTH,10333,60.9,56,6.66,6.7,4.07
AA144381,0.9,Very Good,G,SI2,EAST,3437,64.2,60,6.02,6.09,3.89
AA929690,0.91,Ideal,G,SI1,NORTH,4922,62,56,6.19,6.22,3.85
AA479631,0.3,Premium,G,IF,EAST,956,61,62,4.34,4.32,2.64
AA293287,0.9,Premium,D,SI1,SOUTH,4304,62.7,58,6.15,6.09,3.84
AA347949,1.57,Premium,H,VS1,NORTH,10930,60.5,61,7.6,7.51,4.57
AA545563,0.9,Very Good,D,SI1,SOUTH,4291,61.8,59,6.13,6.16,3.8
AA662048,0.33,Premium,F,VS2,WEST,666,62.1,59,4.39,4.44,2.74
AA592369,0.57,Ideal,F,VS1,EAST,1961,62.3,57,5.29,5.32,3.3
AA278962,0.7,Ideal,I,VVS1,EAST,2966,61.8,56,5.69,5.73,3.53
AA197459,0.9,Very Good,E,SI1,SOUTH,4239,61.5,62,6.15,6.2,3.8
AA323958,1.52,Ideal,G,VS2,NORTH,12161,61.3,59,7.35,7.4,4.52
AA938816,1.58,Premium,G,VS1,NORTH,12530,62.1,59,7.43,7.46,4.62
AA843767,1.01,Ideal,H,SI1,SOUTH,4513,62.6,55,6.42,6.36,4
AA753499,1.02,Ideal,H,SI1,SOUTH,4476,61.6,56,6.51,6.55,4.02
AA315648,0.34,Very Good,D,SI1,WEST,626,59.8,61,4.5,4.53,2.7
AA721975,1.02,Very Good,H,SI2,EAST,3927,62.4,59,6.37,6.42,3.99
AA894924,0.33,Ideal,D,VS2,EAST,1002,62.6,56,4.43,4.39,2.76
AA396651,0.31,Very Good,E,SI1,WEST,698,63.1,54,4.34,4.31,2.73
AA842105,1.2,Premium,G,VS1,NORTH,8177,58.4,61,6.95,6.91,4.05
AA528322,0.3,Premium,H,VS2,WEST,608,62.9,59,4.3,4.26,2.69
AA540283,0.85,Good,G,SI1,EAST,2945,64.9,56,5.95,5.98,3.87
AA768563,0.7,Very Good,I,VS1,EAST,2411,63.1,57,5.67,5.59,3.55
AA86158,0.32,Ideal,E,VVS2,EAST,864,62.4,56,4.39,4.43,2.75
AA940936,0.31,Ideal,G,VVS2,EAST,687,60.8,56,4.41,4.44,2.69
AA188846,0.33,Ideal,E,SI1,EAST,743,62.5,55,4.45,4.42,2.77
AA829140,0.43,Ideal,D,VS1,EAST,1264,62.1,55,4.86,4.83,3.01
AA222625,0.8,Very Good,F,VS1,SOUTH,3460,63.7,56,5.87,5.9,3.75
AA622091,1.29,Good,I,VS2,SOUTH,7102,57.9,61,7.16,7.13,4.14
AA193556,0.42,Premium,F,VVS1,EAST,1389,60.5,58,4.84,4.81,2.92
AA768934,1.53,Ideal,F,SI1,NORTH,11229,62,56,7.43,7.38,4.59
AA665253,1.7,Ideal,F,VS2,NORTH,17662,61.3,54,7.72,7.67,4.72
AA738623,0.81,Very Good,G,VVS2,SOUTH,3981,63.5,55,5.9,5.94,3.76
AA828996,0.23,Very Good,D,VS2,WEST,357,60.5,61,3.96,3.97,2.4
AA567339,0.27,Premium,E,VVS1,WEST,622,60.6,58,4.18,4.2,2.54
AA227862,0.73,Ideal,D,VS2,SOUTH,3440,62,56,5.74,5.78,3.57
AA481616,0.3,Ideal,G,IF,EAST,1025,62.4,55,4.32,4.3,2.69
AA593338,1.65,Premium,H,VS1,SOUTH,9314,60.9,62,7.58,7.51,4.6
AA698517,0.39,Good,F,VVS2,EAST,990,63.5,58,4.61,4.65,2.94
AA91798,0.32,Ideal,H,SI2,WEST,420,61.5,56,4.43,4.45,2.73
AA245227,0.92,Very Good,E,SI1,SOUTH,4254,63,57,6.17,6.21,3.9
AA956853,0.7,Good,H,VVS2,EAST,2611,60.5,62,5.66,5.74,3.45
AA82801,1.24,Premium,E,SI1,NORTH,6875,59.7,59,7.07,6.99,4.2
AA523602,0.53,Ideal,G,VS1,EAST,1754,61.2,55,5.23,5.26,3.21
AA749389,0.75,Fair,J,VS2,WEST,1944,59.1,66,5.99,5.82,3.49
AA755160,0.3,Ideal,H,SI1,WEST,450,62.2,57,4.27,4.28,2.66
AA510907,1.79,Premium,I,VS1,NORTH,12985,62.6,59,7.65,7.72,4.81
AA38789,0.31,Premium,D,VS2,EAST,942,60.7,59,4.38,4.35,2.65
AA512050,0.64,Good,J,SI2,WEST,1141,64.7,54,5.39,5.43,3.5
AA403325,0.7,Good,I,VS2,EAST,2234,59.4,57,5.77,5.82,3.44
AA517578,0.76,Very Good,J,VS1,EAST,2036,59.3,63,6.12,5.93,3.55
AA850284,0.44,Ideal,E,VVS1,SOUTH,1924,61.1,56,4.91,4.94,3.01
AA730660,1.02,Premium,H,SI2,EAST,3313,58.3,59,6.61,6.57,3.84
AA770765,1.01,Good,G,SI2,SOUTH,4185,63.8,53,6.41,6.31,4.06
AA825566,0.31,Ideal,D,VVS2,EAST,777,61.9,55,4.36,4.39,2.71
AA468881,1.03,Ideal,E,VVS2,NORTH,10003,60.6,59,6.5,6.53,3.95
AA86376,0.3,Very Good,F,SI1,WEST,489,57.9,61,4.39,4.49,2.57
AA985821,1.01,Good,F,VS2,NORTH,6288,62.1,58,6.28,6.35,3.92
AA9839,0.32,Premium,E,IF,EAST,1170,61.6,58,4.39,4.38,2.7
AA923815,0.33,Ideal,F,VVS2,EAST,750,62.4,55,4.43,4.45,2.77
AA101263,0.33,Premium,H,IF,EAST,1114,61.8,60,4.44,4.4,2.73
AA265577,0.4,Very Good,G,VVS1,EAST,1066,60.7,55,4.81,4.84,2.93
AA153926,1,Ideal,D,VVS1,NORTH,14498,60.7,56,6.47,6.54,3.95
AA269614,0.9,Ideal,G,SI1,SOUTH,4088,62.1,56,6.2,6.16,3.84
AA611097,0.71,Good,I,VVS1,EAST,2549,63.8,56,5.65,5.7,3.62
AA272454,0.61,Ideal,G,VVS1,SOUTH,3008,61.2,56,5.46,5.48,3.35
AA500979,1.08,Premium,G,VS1,NORTH,7523,63,59,6.56,6.5,4.11
AA785404,0.32,Good,D,I1,WEST,361,64,54,4.33,4.36,2.78
AA577572,0.73,Very Good,H,SI1,EAST,2359,62.7,59,5.74,5.77,3.61
AA670361,1.5,Fair,F,SI1,NORTH,10450,64.3,58,7.04,7.09,4.54
AA684776,0.79,Very Good,J,SI1,WEST,1828,58.8,62,6.01,6.03,3.54
AA547832,1.2,Premium,I,SI2,EAST,4989,60,58,6.91,6.93,4.15
AA240674,0.24,Ideal,F,VS1,WEST,419,61.3,56,4,4.03,2.46
AA139628,0.36,Ideal,D,SI1,WEST,626,62,54,4.58,4.61,2.85
AA311084,2.09,Premium,H,SI2,NORTH,17805,60.6,59,8.27,8.22,5
AA692270,0.34,Premium,G,VS2,WEST,596,61.3,58,4.51,4.53,2.77
AA235872,2.01,Very Good,H,SI1,NORTH,17003,61.5,60,8.09,8.01,4.95
AA71238,2.43,Premium,G,I1,EAST,9716,61.7,60,8.54,8.49,5.25
AA865738,0.33,Premium,G,VVS1,EAST,1114,60.9,60,4.5,4.46,2.73
AA889500,0.3,Ideal,H,VVS2,WEST,605,61.5,56,4.33,4.35,2.67
AA441001,1.04,Good,G,VS1,NORTH,6360,63.8,57,6.42,6.37,4.08
AA853406,0.9,Premium,G,VS2,SOUTH,4137,62.8,58,6.14,6.09,3.84
AA309163,1,Very Good,G,VS2,NORTH,7743,61.1,55,6.44,6.5,3.95
AA936848,0.4,Very Good,E,VS2,WEST,912,61.2,60,4.79,4.68,2.9
AA709701,0.51,Ideal,G,VS1,EAST,1781,61,55,5.21,5.11,3.15
AA716045,0.38,Ideal,D,VS2,EAST,954,61.5,56,4.66,4.7,2.88
AA206477,0.63,Ideal,H,VS2,EAST,1641,62.1,54,5.51,5.54,3.43
AA672916,0.66,Premium,E,SI1,EAST,1708,61.1,56,5.68,5.62,3.45
AA528575,0.42,Very Good,H,SI1,WEST,898,63.1,57,4.78,4.76,3.01
AA981222,0.74,Premium,E,SI2,EAST,2594,62.6,58,5.73,5.77,3.6
AA153647,1.02,Premium,G,SI1,SOUTH,5169,61.7,58,6.47,6.37,3.96
AA460183,0.38,Premium,G,VS2,EAST,983,60.4,57,4.7,4.67,2.83
AA960179,0.35,Ideal,H,VVS1,WEST,798,62.3,55,4.51,4.55,2.82
AA188647,0.71,Very Good,E,SI2,EAST,2123,62.1,57,5.71,5.76,3.56
AA877465,0.5,Premium,E,SI1,EAST,1415,60.2,58,5.18,5.15,3.11
AA815711,0.58,Ideal,G,IF,SOUTH,2528,61.3,56,5.36,5.39,3.29
AA888587,0.24,Very Good,F,VVS2,EAST,538,61.9,56,4,4.02,2.48
AA4042,0.3,Ideal,E,IF,EAST,943,62.6,53,4.29,4.33,2.7
AA101040,0.53,Good,I,SI1,WEST,923,65.5,59,5.01,5.06,3.3
AA214636,1,Good,H,SI2,EAST,3640,63.8,55,6.28,6.24,4
AA403666,0.84,Ideal,D,VVS1,NORTH,6399,62,54,6.04,6.08,3.76
AA490742,0.36,Premium,G,VVS2,EAST,1053,61.9,58,4.6,4.54,2.83
AA159892,0.41,Premium,D,SI2,WEST,876,62.4,60,4.77,4.71,2.96
AA83891,0.7,Very Good,I,VVS1,EAST,2513,62.9,58,5.65,5.67,3.56
AA680778,0.4,Very Good,G,VVS2,EAST,1033,61.1,58,4.73,4.76,2.9
AA369122,1.74,Premium,J,VS1,NORTH,11050,62.5,58,7.67,7.65,4.79
AA553644,0.3,Ideal,H,SI1,WEST,540,63,54,4.3,4.27,2.7
AA331124,0.43,Ideal,D,SI1,EAST,1036,61.6,56,4.86,4.82,2.98
AA332000,0.7,Premium,G,SI1,EAST,2352,62,61,5.71,5.68,3.53
AA228022,0.61,Very Good,G,VVS2,EAST,2403,62.4,55,5.44,5.47,3.4
AA571678,0.41,Ideal,D,SI1,EAST,1015,60.3,57,4.86,4.82,2.92
AA460892,0.41,Ideal,G,VS1,EAST,1121,61.1,55,4.79,4.83,2.94
AA950091,0.53,Ideal,F,VS1,EAST,1812,62,55,5.15,5.2,3.21
AA139863,0.72,Ideal,H,VS2,SOUTH,3018,61.2,57,5.79,5.77,3.54
AA65466,0.7,Premium,G,VS2,EAST,2381,63,57,5.67,5.6,3.55
AA827524,0.34,Premium,D,VS2,EAST,805,62.1,58,4.45,4.5,2.78
AA579183,0.34,Ideal,I,SI1,WEST,589,60.2,57,4.54,4.5,2.72
AA335728,1.01,Premium,H,SI2,EAST,3054,61.1,60,6.46,6.41,3.93
AA459571,0.41,Premium,D,SI1,EAST,1015,62.1,59,4.76,4.74,2.95
AA817257,1,Premium,H,VS1,SOUTH,4950,62.4,58,6.43,6.4,4
AA755469,0.34,Premium,D,SI1,EAST,803,61.2,58,4.49,4.47,2.74
AA415696,1.17,Ideal,G,VS1,NORTH,9326,61.7,57,6.71,6.75,4.15
AA11140,0.52,Ideal,E,VS2,EAST,1576,61.7,57,5.1,5.17,3.17
AA417636,0.58,Very Good,E,SI2,WEST,1234,63.1,58,5.29,5.32,3.35
AA778786,0.41,Very Good,G,VS2,WEST,827,59.9,59,4.82,4.86,2.9
AA50380,0.57,Premium,F,SI1,EAST,2052,62.1,59,5.31,5.28,3.29
AA141427,0.9,Good,H,SI1,SOUTH,3726,57.1,56,6.33,6.28,3.6
AA951510,0.48,Premium,F,VS2,EAST,1294,60.1,59,5.12,5.1,3.07
AA154771,0.3,Premium,G,VVS1,EAST,789,60.7,59,4.33,4.37,2.64
AA765170,1.17,Ideal,I,SI2,EAST,4488,62.2,56,6.72,6.79,4.2
AA872299,0.63,Ideal,J,SI1,EAST,1565,61.8,56,5.47,5.52,3.39
AA682222,2.51,Fair,H,SI2,NORTH,18308,64.7,57,8.44,8.5,5.48
AA824780,0.39,Very Good,F,VVS2,EAST,965,61.7,56,4.7,4.74,2.91
AA755850,1.22,Ideal,F,VVS2,NORTH,11730,61.9,53,6.9,6.92,4.28
AA596578,0.34,Premium,G,VS1,EAST,821,62.2,55,4.52,4.48,2.8
AA970498,1.51,Very Good,I,VS2,NORTH,8952,63,60,7.25,7.3,4.58
AA437563,0.41,Premium,F,VVS2,EAST,1192,61,59,4.82,4.79,2.93
AA21127,0.26,Good,F,VS1,WEST,453,58,58,4.2,4.25,2.45
AA848123,0.36,Premium,D,SI2,WEST,689,61.5,60,4.6,4.54,2.81
AA147658,0.91,Ideal,G,SI2,EAST,3844,60.8,57,6.28,6.22,3.81
AA956340,1.56,Ideal,F,SI2,NORTH,10396,61.6,56,7.45,7.41,4.58
AA797702,1.55,Premium,H,VS1,NORTH,9041,58.4,61,7.64,7.59,4.45
AA834021,1.02,Very Good,J,SI1,EAST,3879,63.1,60,6.35,6.4,4.02
AA730569,1.5,Good,H,VS1,NORTH,10256,63.4,59,7.2,7.29,4.59
AA131731,0.31,Ideal,E,VS2,WEST,680,60.9,57,4.34,4.36,2.65
AA483555,0.42,Ideal,H,IF,EAST,1201,62.4,57,4.79,4.82,2.99
AA929556,0.64,Ideal,F,VS1,EAST,2222,61.9,56.8,5.55,5.6,3.45
AA448182,0.38,Ideal,D,VS2,EAST,808,60.7,56,4.69,4.74,2.86
AA261471,0.3,Ideal,G,VVS2,EAST,878,61.1,57,4.35,4.32,2.65
AA438870,1.28,Very Good,G,VVS1,NORTH,11214,60.3,59,6.99,7.03,4.23
AA353532,0.39,Very Good,J,VVS1,WEST,718,61.8,56,4.64,4.71,2.89
AA903758,0.59,Ideal,D,SI1,EAST,1821,61.2,56,5.43,5.38,3.31
AA289987,0.23,Very Good,E,VVS1,EAST,583,62.4,54,3.95,3.98,2.47
AA929579,1.06,Ideal,I,SI1,SOUTH,4630,61.2,56,6.64,6.6,4.05
AA845817,0.52,Premium,E,SI2,WEST,1088,61.1,57,5.23,5.12,3.16
AA772244,1.11,Premium,G,VS2,SOUTH,5346,61,59,6.7,6.67,4.08
AA386903,0.91,Very Good,D,VS2,NORTH,5825,59.6,58,6.32,6.34,3.77
AA629346,0.85,Premium,E,VS2,SOUTH,3803,60.2,60,6.14,6.09,3.68
AA25084,0.63,Ideal,G,VS2,EAST,2320,61.9,58,5.48,5.51,3.4
AA373810,0.78,Very Good,G,VS2,EAST,3012,61.3,60,5.89,5.96,3.63
AA65842,0.7,Ideal,G,VVS1,SOUTH,3123,62.3,57,5.61,5.65,3.51
AA762594,1.02,Ideal,E,SI2,SOUTH,4398,62.4,55,6.44,6.47,4.03
AA68844,0.3,Premium,H,VS1,EAST,675,62.2,60,4.29,4.23,2.65
AA282520,0.7,Premium,F,SI1,EAST,2401,62.2,59,5.69,5.73,3.55
AA165679,1.51,Very Good,G,SI2,NORTH,8973,61.7,54,7.37,7.41,4.56
AA843665,0.43,Very Good,D,SI2,WEST,858,63.4,57,4.81,4.78,3.04
AA833171,0.9,Premium,D,SI1,SOUTH,4612,62.4,61,6.17,6.13,3.84
AA855300,1.7,Ideal,J,SI1,SOUTH,8758,60.9,57,7.73,7.66,4.69
AA422648,0.3,Good,G,VS1,WEST,565,63.3,56,4.28,4.31,2.72
AA288553,0.32,Very Good,H,SI2,WEST,517,63.1,56,4.37,4.34,2.75
AA403046,0.7,Ideal,E,SI1,EAST,2617,60.2,58,5.75,5.78,3.47
AA282799,0.33,Premium,G,VVS1,EAST,1114,62.1,58,4.43,4.4,2.74
AA652587,0.3,Good,G,VVS1,EAST,789,63.4,56,4.27,4.31,2.72
AA715212,0.31,Premium,G,VS1,EAST,802,62.8,58,4.3,4.27,2.69
AA55199,1.06,Premium,D,VS2,NORTH,7541,62.3,59,6.48,6.52,4.05
AA681293,0.74,Ideal,F,VVS2,SOUTH,3101,61.5,54,5.84,5.86,3.6
AA241738,0.3,Ideal,G,VS1,EAST,795,61.8,56,4.32,4.35,2.68
AA690694,0.25,Ideal,H,VS2,WEST,367,61,55,4.09,4.11,2.5
AA324185,0.55,Premium,F,VS1,EAST,1832,60.3,58,5.32,5.29,3.2
AA302365,0.36,Ideal,G,IF,EAST,985,61.5,56,4.59,4.62,2.83
AA750439,1.21,Very Good,E,SI1,SOUTH,6324,62.9,58,6.78,6.79,4.27
AA7360,1.19,Ideal,H,VS2,NORTH,7633,62,54,6.79,6.83,4.22
AA937073,0.51,Ideal,E,VS2,EAST,1675,61.9,55,5.1,5.14,3.17
AA212542,0.46,Ideal,I,VVS2,WEST,1040,62.7,56,4.9,4.93,3.08
AA157490,0.67,Very Good,F,VS2,EAST,2171,63.2,60,5.55,5.5,3.49
AA295271,0.4,Very Good,G,SI2,WEST,765,63.1,59,4.7,4.65,2.95
AA970801,0.41,Premium,G,VS2,EAST,1061,59.8,61,4.82,4.78,2.87
AA703641,0.39,Ideal,F,SI1,EAST,919,61.3,56,4.69,4.72,2.88
AA746056,0.54,Ideal,H,SI2,WEST,1073,61.6,56,5.25,5.28,3.24
AA700489,0.42,Ideal,I,VS2,EAST,1081,61.4,56,4.83,4.85,2.97
AA983089,0.41,Premium,F,VVS2,EAST,1115,60.1,58,4.79,4.83,2.89
AA845422,0.55,Ideal,G,SI1,EAST,1421,60.9,56,5.3,5.32,3.24
AA841763,0.79,Premium,J,SI1,EAST,1924,58.8,62,6.03,6.01,3.54
AA483511,0.38,Good,D,VVS1,EAST,1159,61.3,61,4.68,4.72,2.88
AA493982,0.32,Ideal,D,VS1,EAST,790,62.2,54,4.41,4.43,2.75
AA322263,0.39,Premium,G,VS1,WEST,855,62.6,58,4.66,4.7,2.93
AA880942,1.08,Ideal,F,VS2,NORTH,7625,62.5,57,6.52,6.57,4.09
AA739495,0.3,Ideal,G,VVS2,EAST,684,62.2,55,4.29,4.33,2.68
AA660428,1.12,Ideal,J,VS2,EAST,3638,62.9,57,6.55,6.52,4.11
AA967727,0.32,Premium,H,SI1,WEST,591,62,58,4.39,4.38,2.72
AA214676,0.66,Ideal,E,SI1,EAST,1901,62.8,57,5.58,5.53,3.49
AA502594,1.01,Very Good,E,SI2,EAST,4352,60.4,60,6.48,6.57,3.94
AA744323,0.51,Ideal,F,VS1,EAST,1744,61.7,54,5.14,5.17,3.18
AA254577,0.28,Ideal,H,VS1,WEST,476,62.2,54,4.18,4.21,2.61
AA925524,0.36,Ideal,G,VVS1,EAST,1056,60.9,55,4.64,4.68,2.84
AA15690,1.14,Fair,G,VS1,SOUTH,6381,57.5,67,0,0,0
AA325227,1.01,Premium,I,SI1,EAST,4129,59.9,59,6.46,6.42,3.86
AA672320,0.28,Good,E,VVS1,WEST,492,64.6,55,4.15,4.18,2.69
AA771939,0.23,Very Good,F,VVS2,EAST,583,61.5,56,3.95,4,2.44
AA309969,0.92,Ideal,E,SI2,SOUTH,3941,62.2,56,6.24,6.2,3.87
AA455570,0.38,Premium,I,VS2,WEST,812,62.5,58,4.61,4.58,2.87
